customer_zip_code_prefix,customer_city,customer_state,geo_lat,geo_lng
1105,sao paulo,SP,-23.53409398177586,-46.62907768017333
1106,sao paulo,SP,-23.53022077513783,-46.62822125953078
1107,sao paulo,SP,-23.52608789203137,-46.6295898871866
1108,sao paulo,SP,-23.52723217132549,-46.63035441819986
1120,sao paulo,SP,-23.530162529753117,-46.63951141166309
1121,sao paulo,SP,-23.527866658998825,-46.635256920492864
1122,sao paulo,SP,-23.53113059653861,-46.638324826141925
1123,sao paulo,SP,-23.529164543710603,-46.63658239267473
1124,sao paulo,SP,-23.528221233825743,-46.6330954010969
1125,sao paulo,SP,-23.52728844957164,-46.64016432350874
1127,sao paulo,SP,-23.52548080336663,-46.64159548852641
1129,sao paulo,SP,-23.524051385464382,-46.64507304012999
1131,sao paulo,SP,-23.522379737671027,-46.64310784736644
1132,sao paulo,SP,-23.521539879304317,-46.64873923331728
1134,sao paulo,SP,-23.518899939878285,-46.65269033643667
1135,sao paulo,SP,-23.526190426729176,-46.65097004120221
1136,sao paulo,SP,-23.523986920181716,-46.66135135045779
1137,sao paulo,SP,-23.522851480322117,-46.65280923153935
1138,sao paulo,SP,-23.522455823939264,-46.65525390366426
1139,sao paulo,SP,-23.520724956071756,-46.66593897144172
1140,sao paulo,SP,-23.52043844370904,-46.66923716844039
1141,sao paulo,SP,-23.520310325905555,-46.666439013917504
1144,sao paulo,SP,-23.523572749295845,-46.67242459028445
1150,sao paulo,SP,-23.53295302359728,-46.65824594266135
1151,sao paulo,SP,-23.531641584683715,-46.656288753249086
1152,sao paulo,SP,-23.529884845741268,-46.65527643333266
1153,sao paulo,SP,-23.529930846298758,-46.65354908690436
1154,sao paulo,SP,-23.530535897249937,-46.65929570388055
1155,sao paulo,SP,-23.529072884025176,-46.66331995168207
1156,sao paulo,SP,-23.528921138302916,-46.66643724514499
1201,sao paulo,SP,-23.53608280967418,-46.64953939046932
1202,sao paulo,SP,-23.533742576459336,-46.64828045105447
1203,sao paulo,SP,-23.53596465666132,-46.64529955632679
1204,sao paulo,SP,-23.535992639468517,-46.64408982260722
1205,sao paulo,SP,-23.536490774893963,-46.64264196680963
1206,sao paulo,SP,-23.53586368511747,-46.64281871336397
1207,sao paulo,SP,-23.53917556013518,-46.63865415001012
1208,sao paulo,SP,-23.538660495662256,-46.63898204602016
1209,sao paulo,SP,-23.540695255566067,-46.64158293572283
1210,sao paulo,SP,-23.54003934055892,-46.64209131081347
1211,sao paulo,SP,-23.537576574105646,-46.648837901189005
1213,sao paulo,SP,-23.53650149461516,-46.64036116340707
1214,sao paulo,SP,-23.538842493961862,-46.645230453060144
1215,sao paulo,SP,-23.536167399914945,-46.64754185786535
1216,sao paulo,SP,-23.53312759396449,-46.647833807450674
1217,sao paulo,SP,-23.532657557836487,-46.648883992986306
1218,sao paulo,SP,-23.531249798864057,-46.648325141054045
1219,sao paulo,SP,-23.54128881428637,-46.64569860301066
1220,sao paulo,SP,-23.544514011109737,-46.64603990221942
1221,sao paulo,SP,-23.54486769747208,-46.64828171537101
1222,sao paulo,SP,-23.545944543973,-46.64936937401519
1223,sao paulo,SP,-23.54408811655856,-46.6485821171502
1224,sao paulo,SP,-23.54177865147579,-46.652422339639536
1225,sao paulo,SP,-23.53978602121373,-46.64913883151016
1226,sao paulo,SP,-23.538010108905684,-46.65271926812756
1227,sao paulo,SP,-23.54620191296881,-46.658384582734
1228,sao paulo,SP,-23.545189379286004,-46.657610856988455
1229,sao paulo,SP,-23.538901609843467,-46.657291130376834
1230,sao paulo,SP,-23.536310405918027,-46.65711200863413
1231,sao paulo,SP,-23.53695040742613,-46.65925589278497
1232,sao paulo,SP,-23.53642800353018,-46.65742601137803
1233,sao paulo,SP,-23.53624654014996,-46.66166521796578
1234,sao paulo,SP,-23.539689562251542,-46.66424403546395
1235,sao paulo,SP,-23.536714276862277,-46.66466630391698
1237,sao paulo,SP,-23.54323445101232,-46.66872440228904
1238,sao paulo,SP,-23.542571396851145,-46.65424333104067
1239,sao paulo,SP,-23.5430952700848,-46.63105919621764
1240,sao paulo,SP,-23.543791843442868,-46.658543962529855
1241,sao paulo,SP,-23.54552478660237,-46.65784019308335
1242,sao paulo,SP,-23.546506947085888,-46.65850174642453
1243,sao paulo,SP,-23.548120304994384,-46.65919184884556
1244,sao paulo,SP,-23.56204912797664,-46.65959031403356
1246,sao paulo,SP,-23.55348129524968,-46.666318477031005
1248,sao paulo,SP,-23.54791252484105,-46.6680263133255
1250,sao paulo,SP,-23.547640483075995,-46.67197263354333
1251,sao paulo,SP,-23.54837451640475,-46.67484647170287
1252,sao paulo,SP,-23.541753975470872,-46.67893404000763
1253,sao paulo,SP,-23.54492912635292,-46.679164692087
1254,sao paulo,SP,-23.54333742025504,-46.680852402934015
1255,sao paulo,SP,-23.546369835319183,-46.68154172682528
1256,sao paulo,SP,-23.547773256174622,-46.682838349154586
1257,sao paulo,SP,-23.543609839054323,-46.68783857511075
1258,sao paulo,SP,-23.544037017325078,-46.68685091247136
1259,sao paulo,SP,-23.541418553843283,-46.68530389676934
1301,sao paulo,SP,-23.54932897028122,-46.65089009868753
1302,sao paulo,SP,-23.549002921262293,-46.6495522786361
1303,sao paulo,SP,-23.549505698154665,-46.64843251428849
1304,sao paulo,SP,-23.554056434811184,-46.65520236871313
1305,sao paulo,SP,-23.552622735865256,-46.652538288772064
1306,sao paulo,SP,-23.553785206718917,-46.649605096945386
1307,sao paulo,SP,-23.55277801011571,-46.65320770049062
1308,sao paulo,SP,-23.555981373614504,-46.65331111428114
1309,sao paulo,SP,-23.555493080015932,-46.658452189500665
1310,sao paulo,SP,-23.56165294846951,-46.65602130430728
1311,sao paulo,SP,-23.564504609380947,-46.6527926559532
1312,sao paulo,SP,-23.5547938726134,-46.64961491794625
1313,sao paulo,SP,-23.556111699158382,-46.65057380587249
1314,sao paulo,SP,-23.552640734461253,-46.64520437763303
1315,sao paulo,SP,-23.55408999997805,-46.64038909569764
1316,sao paulo,SP,-23.55295484539391,-46.6394328193213
1317,sao paulo,SP,-23.556238213645067,-46.640059865228494
1318,sao paulo,SP,-23.559447989888127,-46.642412737332194
1319,sao paulo,SP,-23.55188165773143,-46.640727972716256
1320,sao paulo,SP,-23.557955062291963,-46.6393473993254
1321,sao paulo,SP,-23.56212863488459,-46.64191854981315
1322,sao paulo,SP,-23.56317165882958,-46.64345614157524
1323,sao paulo,SP,-23.56573478465023,-46.64147810312641
1324,sao paulo,SP,-23.55521473546572,-46.6431507402032
1325,sao paulo,SP,-23.557390163497686,-46.64445833667602
1326,sao paulo,SP,-23.556539014688962,-46.645439561798014
1327,sao paulo,SP,-23.565113424714426,-46.644944579328765
1328,sao paulo,SP,-23.555992686485013,-46.64679480230547
1329,sao paulo,SP,-23.56197752132482,-46.64728109566715
1330,sao paulo,SP,-23.559037886116048,-46.649458837302085
1331,sao paulo,SP,-23.56266441471218,-46.64999665805783
1332,sao paulo,SP,-23.55956858757865,-46.65245164487606
1333,sao paulo,SP,-23.566435052408945,-46.64756359661896
1401,sao paulo,SP,-23.575807250351687,-46.6586546272466
1402,sao paulo,SP,-23.57483739004908,-46.65739203989358
1403,sao paulo,SP,-23.56875503877107,-46.65340944414581
1404,sao paulo,SP,-23.56854473362845,-46.65578027665806
1405,sao paulo,SP,-23.564762579634397,-46.65513838518373
1406,sao paulo,SP,-23.574814338967823,-46.67029927274052
1407,sao paulo,SP,-23.576111884428947,-46.67139205737759
1408,sao paulo,SP,-23.56711189502811,-46.66081341581779
1409,sao paulo,SP,-23.56146082458661,-46.6582620039177
1410,sao paulo,SP,-23.562831445869627,-46.66092524802457
1411,sao paulo,SP,-23.56424786754298,-46.66405956794994
1412,sao paulo,SP,-23.563651580737663,-46.66602412107524
1413,sao paulo,SP,-23.561814504124452,-46.66403395427192
1414,sao paulo,SP,-23.559623493719684,-46.663496455320605
1415,sao paulo,SP,-23.55609171648326,-46.660462198375534
1416,sao paulo,SP,-23.560692913961407,-46.6676885326705
1417,sao paulo,SP,-23.55277885309958,-46.63393189503633
1418,sao paulo,SP,-23.56411614903987,-46.65527239864379
1419,sao paulo,SP,-23.563541620009783,-46.655949613048826
1420,sao paulo,SP,-23.563435490498804,-46.65791603919698
1421,sao paulo,SP,-23.563299264968794,-46.66015369245716
1422,sao paulo,SP,-23.563961910707366,-46.661132368415885
1423,sao paulo,SP,-23.5691451171934,-46.65734766505131
1424,sao paulo,SP,-23.568041456805936,-46.66139884320943
1425,sao paulo,SP,-23.57289853249542,-46.65924739236762
1426,sao paulo,SP,-23.56586039709828,-46.666031696326776
1427,sao paulo,SP,-23.571044764791598,-46.664068614217655
1429,sao paulo,SP,-23.57638445552909,-46.662900007074334
1430,sao paulo,SP,-23.65614006235602,-46.66250204609212
1431,sao paulo,SP,-23.620388779836063,-46.66476818452366
1432,sao paulo,SP,-23.576485879805997,-46.6657860583567
1433,sao paulo,SP,-23.57840745461661,-46.668372955959875
1434,sao paulo,SP,-23.574646544842807,-46.67237739901525
1435,sao paulo,SP,-23.57932184560537,-46.67017866896868
1438,sao paulo,SP,-23.56980370877425,-46.67226487905968
1440,sao paulo,SP,-23.568289458157125,-46.67817024606098
1442,sao paulo,SP,-23.566530732061704,-46.67861605515884
1443,sao paulo,SP,-23.568268938910105,-46.68450786333133
1444,sao paulo,SP,-23.573235541829785,-46.68752695447545
1445,sao paulo,SP,-23.57103798335723,-46.6880680072701
1447,sao paulo,SP,-23.572786809489717,-46.67888556258398
1448,sao paulo,SP,-23.578237896388128,-46.67982269335621
1449,sao paulo,SP,-23.57611691772789,-46.67995669824681
1450,sao paulo,SP,-23.57645317887297,-46.68518508958671
1451,sao paulo,SP,-23.577435950107763,-46.68698984950365
1452,sao paulo,SP,-23.574996445978105,-46.68887938403558
1453,sao paulo,SP,-23.584059003974733,-46.68637610894469
1454,sao paulo,SP,-23.582376976278088,-46.686702755097905
1455,sao paulo,SP,-23.5805541360028,-46.69112136854047
1456,sao paulo,SP,-23.576839765441044,-46.690987249007264
1457,sao paulo,SP,-23.575237809829588,-46.69270350960497
1501,sao paulo,SP,-23.552469356196877,-46.635485438367404
1502,sao paulo,SP,-23.55460594212854,-46.635492561139046
1503,sao paulo,SP,-23.557709002952706,-46.63676937101554
1504,sao paulo,SP,-23.5668605804581,-46.63950529622234
1505,sao paulo,SP,-23.55526761118644,-46.63182476204627
1506,sao paulo,SP,-23.55955866786248,-46.63503218503183
1507,sao paulo,SP,-23.558146418434657,-46.63176589052542
1508,sao paulo,SP,-23.56142363121043,-46.63583005941286
1509,sao paulo,SP,-23.567010080253134,-46.6357981412501
1510,sao paulo,SP,-23.55760216498659,-46.63361528281082
1511,sao paulo,SP,-23.561456812728604,-46.63294793571508
1512,sao paulo,SP,-23.553717206079813,-46.62949909730413
1513,sao paulo,SP,-23.548914356972645,-46.60384461609752
1514,sao paulo,SP,-23.55437781878454,-46.62833776862853
1516,sao paulo,SP,-23.559073244239706,-46.61547996424181
1517,sao paulo,SP,-23.559613278440462,-46.624003480698924
1518,sao paulo,SP,-23.559209262391253,-46.62318692012759
1519,sao paulo,SP,-23.56092636240119,-46.62475706787166
1520,sao paulo,SP,-23.559378269055895,-46.62016401941447
1521,sao paulo,SP,-23.561174444941717,-46.62150903166886
1522,sao paulo,SP,-23.559920265800766,-46.61598186753573
1523,sao paulo,SP,-23.564203478452267,-46.61689706470856
1524,sao paulo,SP,-23.567783274833246,-46.61340053805785
1525,sao paulo,SP,-23.564028977467743,-46.634953911249525
1526,sao paulo,SP,-23.565952267759908,-46.6309439185662
1527,sao paulo,SP,-23.56243917352596,-46.62919220917374
1528,sao paulo,SP,-23.56477004530616,-46.627165924834166
1529,sao paulo,SP,-23.56843915687453,-46.634555491641365
1530,sao paulo,SP,-23.56894449806347,-46.63008918820539
1531,sao paulo,SP,-23.570760627713355,-46.63242524738392
1532,sao paulo,SP,-23.57053421761297,-46.6361118769605
1533,sao paulo,SP,-23.57116812309982,-46.63836454335031
1534,sao paulo,SP,-23.56754359015962,-46.62608514345028
1535,sao paulo,SP,-23.572433214905782,-46.6252413618822
1536,sao paulo,SP,-23.56903213145491,-46.623436273556386
1537,sao paulo,SP,-23.57442284838845,-46.623137264431584
1538,sao paulo,SP,-23.57631282327834,-46.623629347944245
1539,sao paulo,SP,-23.5711528559151,-46.62043601303771
1540,sao paulo,SP,-23.565851346289616,-46.62258150860084
1541,sao paulo,SP,-23.56925274057871,-46.61861697305809
1542,sao paulo,SP,-23.57106582708015,-46.62406014113324
1543,sao paulo,SP,-23.573720975073687,-46.62387176826929
1544,sao paulo,SP,-23.5772554327181,-46.62163174221562
1545,sao paulo,SP,-23.58097414309849,-46.61831033162644
1546,sao paulo,SP,-23.579039318151207,-46.62195565179699
1547,sao paulo,SP,-23.5829939617234,-46.62112676164033
1548,sao paulo,SP,-23.576927145286824,-46.6134207852
1549,sao paulo,SP,-23.576317533999337,-46.615586656693765
1550,sao paulo,SP,-23.57305660659289,-46.61615054561148
1551,sao paulo,SP,-23.57273791226793,-46.61268007361107
1552,sao paulo,SP,-23.56949069519509,-46.611321773237286
2010,sao paulo,SP,-23.51056158921295,-46.62635497331379
2011,sao paulo,SP,-23.5043850341285,-46.626621045901096
2012,sao paulo,SP,-23.513066026188508,-46.63196817761764
2013,sao paulo,SP,-23.5022061742251,-46.63311453979948
2016,sao paulo,SP,-23.50398483876719,-46.6256721599388
2017,sao paulo,SP,-23.500742944360795,-46.63469457728485
2018,sao paulo,SP,-23.49570370617884,-46.62970690460869
2019,sao paulo,SP,-23.49826308491997,-46.629651561730405
2020,sao paulo,SP,-23.49646860368892,-46.63329280565478
2021,sao paulo,SP,-23.498309141177288,-46.6358858984643
2022,sao paulo,SP,-23.50407390342452,-46.63767093473863
2029,sao paulo,SP,-23.509362078522784,-46.61934355300127
2031,sao paulo,SP,-23.510062708819763,-46.6257781627838
2033,sao paulo,SP,-23.499900453395483,-46.61504999074923
2034,sao paulo,SP,-23.50407287649565,-46.62414421625581
2035,sao paulo,SP,-23.4962113109326,-46.62282500873062
2036,sao paulo,SP,-23.501744307143426,-46.6208028623093
2037,sao paulo,SP,-23.49971822107626,-46.620555045277534
2038,sao paulo,SP,-23.495237528059075,-46.62416228233207
2039,sao paulo,SP,-23.493025095973085,-46.621603479583534
2040,sao paulo,SP,-23.48965996001442,-46.62257166509295
2041,sao paulo,SP,-23.490626476607115,-46.62307980262542
2042,sao paulo,SP,-23.494233904442236,-46.616377152437465
2043,sao paulo,SP,-23.489943419781984,-46.61612445688869
2044,sao paulo,SP,-23.4957247176304,-46.618787965852384
2045,sao paulo,SP,-23.49614649201779,-46.616402919178896
2046,sao paulo,SP,-23.492280455300875,-46.61176940207569
2050,sao paulo,SP,-23.51734415478188,-46.61213522693959
2052,sao paulo,SP,-23.512974466155036,-46.60778378479692
2053,sao paulo,SP,-23.513227598850428,-46.602792691111006
2054,sao paulo,SP,-23.51719550809534,-46.60669921220444
2055,sao paulo,SP,-23.51402973131884,-46.60712616164343
2056,sao paulo,SP,-23.512302133311653,-46.60278807725412
2060,sao paulo,SP,-23.51900515519527,-46.602860931821475
2064,sao paulo,SP,-23.517676960434017,-46.597964629407336
2066,sao paulo,SP,-23.508643305018,-46.605295668815735
2067,sao paulo,SP,-23.506720281053298,-46.6036534199635
2071,sao paulo,SP,-23.504278758029912,-46.606427672351096
2072,sao paulo,SP,-23.500164927840164,-46.60405533511348
2074,sao paulo,SP,-23.50521986198309,-46.60044750495475
2075,sao paulo,SP,-23.50545422042997,-46.60232703217921
2076,sao paulo,SP,-23.504660529782434,-46.59909846180968
2077,sao paulo,SP,-23.502316162953974,-46.59729440070282
2078,sao paulo,SP,-23.502248224748815,-46.59560967129786
2079,sao paulo,SP,-23.499287714127018,-46.605785079672366
2080,sao paulo,SP,-23.49767041990316,-46.60536157170672
2081,sao paulo,SP,-23.495841332603625,-46.60469932466566
2082,sao paulo,SP,-23.49459706456804,-46.60716679313656
2083,sao paulo,SP,-23.49532145559458,-46.59793556042434
2084,sao paulo,SP,-23.497275216798545,-46.59974305553181
2110,sao paulo,SP,-23.51909746504297,-46.59553885431606
2111,sao paulo,SP,-23.51764300121214,-46.5927568776476
2112,sao paulo,SP,-23.51744862428309,-46.59045121964739
2113,sao paulo,SP,-23.517720495682244,-46.589226620340014
2115,sao paulo,SP,-23.52658964912257,-46.59169265929573
2117,sao paulo,SP,-23.51865496410495,-46.59365984819463
2118,sao paulo,SP,-23.515006511347323,-46.592774634882375
2119,sao paulo,SP,-23.51220780313036,-46.59263904944159
2120,sao paulo,SP,-23.51082440244575,-46.593885760245776
2121,sao paulo,SP,-23.512229069220236,-46.58968331880412
2122,sao paulo,SP,-23.511966093580156,-46.58386437718144
2123,sao paulo,SP,-23.51183808399145,-46.579442496039015
2124,sao paulo,SP,-23.50697691302585,-46.57712086357543
2125,sao paulo,SP,-23.50983995240275,-46.58680335489369
2126,sao paulo,SP,-23.506898021382856,-46.59175114788354
2127,sao paulo,SP,-23.50559796845306,-46.587265741108666
2128,sao paulo,SP,-23.50501951707933,-46.59394256408344
2129,sao paulo,SP,-23.50371906481274,-46.58829102896532
2130,sao paulo,SP,-23.50846749738403,-46.58356366642944
2131,sao paulo,SP,-23.50432881186953,-46.58250945058416
2132,sao paulo,SP,-23.50132092953486,-46.57765662787875
2133,sao paulo,SP,-23.499081224420927,-46.584724768458415
2134,sao paulo,SP,-23.498613267408857,-46.57978572229729
2135,sao paulo,SP,-23.49793218940606,-46.58461229170023
2136,sao paulo,SP,-23.498754324236277,-46.58237728186106
2137,sao paulo,SP,-23.49795326926181,-46.57611869717361
2138,sao paulo,SP,-23.49346386270857,-46.57451697635212
2139,sao paulo,SP,-23.49046826593474,-46.57353020032567
2141,sao paulo,SP,-23.488986884986797,-46.57065328067549
2143,sao paulo,SP,-23.50721744615213,-46.57496712581992
2150,sao paulo,SP,-23.49403466917498,-46.568633209704345
2152,sao paulo,SP,-23.49736136522832,-46.572231727088045
2161,sao paulo,SP,-23.490165194182676,-46.569283719186814
2166,sao paulo,SP,-23.525209057038595,-46.58402154568834
2167,sao paulo,SP,-23.522695763662156,-46.581619908769134
2168,sao paulo,SP,-23.520605527352917,-46.579503398158735
2169,sao paulo,SP,-23.54958484541716,-46.62029999286664
2174,sao paulo,SP,-23.522923542862056,-46.57242472056035
2175,sao paulo,SP,-23.515886694400297,-46.574891587302986
2176,sao paulo,SP,-23.513598902883626,-46.5730652850043
2177,sao paulo,SP,-23.50873433614695,-46.5585298971563
2178,sao paulo,SP,-23.521664986950224,-46.570523876507146
2179,sao paulo,SP,-23.520410060508965,-46.568235339069005
2180,sao paulo,SP,-23.519210706362006,-46.56595570648479
2181,sao paulo,SP,-23.51868747737037,-46.56102075954839
2185,sao paulo,SP,-23.51469915477194,-46.56748610841784
2186,sao paulo,SP,-23.51405620319808,-46.5690600622993
2187,sao paulo,SP,-23.51587138597784,-46.56490977736317
2188,sao paulo,SP,-23.509466194005064,-46.56698198842045
2189,sao paulo,SP,-23.507787143908224,-46.567467709487815
2190,sao paulo,SP,-23.5071480542849,-46.563973154457386
2201,sao paulo,SP,-23.486228925529456,-46.59200612706604
2202,sao paulo,SP,-23.49304868290792,-46.59481549706722
2203,sao paulo,SP,-23.49187083497904,-46.591348077838724
2204,sao paulo,SP,-23.48741125450329,-46.59216239463687
2205,sao paulo,SP,-23.48798815884837,-46.59119431348124
2206,sao paulo,SP,-23.48462056971313,-46.59404547791869
2207,sao paulo,SP,-23.48598549192137,-46.588188764979016
2208,sao paulo,SP,-23.483015536791733,-46.58951864576982
2209,sao paulo,SP,-23.485125790212173,-46.58537751870623
2210,sao paulo,SP,-23.48255993586803,-46.58210233960633
2212,sao paulo,SP,-23.495647470348985,-46.58925913931688
2213,sao paulo,SP,-23.496166309003108,-46.58812570952549
2214,sao paulo,SP,-23.49285143776326,-46.58679821915495
2215,sao paulo,SP,-23.49075874535679,-46.58336932471797
2216,sao paulo,SP,-23.49305791256633,-46.57978444125483
2217,sao paulo,SP,-23.490353655303625,-46.58017565573049
2218,sao paulo,SP,-23.486787085002945,-46.58480845970803
2219,sao paulo,SP,-23.49077673830996,-46.5859266188746
2220,sao paulo,SP,-23.489760624425745,-46.5776765153455
2221,sao paulo,SP,-23.481505719547886,-46.5814202328246
2222,sao paulo,SP,-23.48255551983193,-46.57558643715371
2223,sao paulo,SP,-23.48163665026994,-46.58016703941922
2224,sao paulo,SP,-23.484505055041183,-46.57377385004951
2225,sao paulo,SP,-23.48272229501907,-46.575106892239695
2226,sao paulo,SP,-23.480130351279403,-46.57362187381919
2227,sao paulo,SP,-23.478725053779492,-46.57237400394174
2228,sao paulo,SP,-23.4754956302924,-46.5715415501341
2229,sao paulo,SP,-23.476573316835687,-46.56882032587766
2230,sao paulo,SP,-23.483775068199005,-46.56365865538831
2231,sao paulo,SP,-23.47687573682863,-46.56526256366798
2232,sao paulo,SP,-23.475701389862248,-46.56397251801403
2233,sao paulo,SP,-23.477656119687406,-46.56457732269159
2234,sao paulo,SP,-23.47853873640821,-46.56954461942566
2235,sao paulo,SP,-23.479332643151157,-46.57594035547135
2236,sao paulo,SP,-23.47260260405969,-46.56815995594543
2238,sao paulo,SP,-23.471205040999266,-46.57158333882553
2239,sao paulo,SP,-23.485303280703725,-46.60905983041344
2241,sao paulo,SP,-23.49066870653631,-46.60743925992832
2242,sao paulo,SP,-23.48761470851277,-46.60399102375176
2243,sao paulo,SP,-23.491618476616694,-46.60386922937252
2244,sao paulo,SP,-23.48851487384984,-46.60486616491588
2245,sao paulo,SP,-23.484776590879942,-46.60659423636554
2246,sao paulo,SP,-23.488711898944423,-46.601687298155454
2247,sao paulo,SP,-23.486067152325237,-46.60124172356028
2249,sao paulo,SP,-23.48887564674339,-46.59708898310223
2250,sao paulo,SP,-23.486516506481184,-46.59621632352812
2251,sao paulo,SP,-23.47752139072528,-46.59033969656587
2252,sao paulo,SP,-23.47874415112702,-46.58831651709553
2253,sao paulo,SP,-23.479354242089904,-46.59550028538906
2254,sao paulo,SP,-23.481247005440782,-46.59340498656687
2255,sao paulo,SP,-23.476900639653294,-46.591937735170696
2256,sao paulo,SP,-23.475325486280003,-46.58721405336572
2257,sao paulo,SP,-23.472896055236586,-46.583176593543165
2258,sao paulo,SP,-23.475983214969727,-46.58190463603528
2259,sao paulo,SP,-23.47175267109472,-46.58096467398981
2260,sao paulo,SP,-23.469197012597693,-46.57960857271055
2261,sao paulo,SP,-23.467505149821427,-46.577296212716455
2262,sao paulo,SP,-23.46551592940762,-46.574828828447714
2264,sao paulo,SP,-23.46233583222787,-46.57655861353626
2266,sao paulo,SP,-23.477148867774364,-46.59818684545332
2267,sao paulo,SP,-23.47873697087252,-46.60073592895293
2268,sao paulo,SP,-23.469811281575684,-46.59488942723797
2269,sao paulo,SP,-23.47208025174721,-46.59597728801658
2270,sao paulo,SP,-23.472487631945604,-46.59303991017888
2271,sao paulo,SP,-23.46969889118785,-46.58996021925599
2272,sao paulo,SP,-23.46925364042156,-46.58668000150149
2273,sao paulo,SP,-23.463513771636936,-46.586237323090096
2274,sao paulo,SP,-23.46705177563329,-46.58792075620118
2275,sao paulo,SP,-23.46570002027146,-46.59026923297839
2276,sao paulo,SP,-23.46119305435284,-46.58409760247099
2278,sao paulo,SP,-23.462796772074118,-46.579624510066914
2279,sao paulo,SP,-23.46687349566677,-46.58000203721854
2280,sao paulo,SP,-23.455896277911645,-46.575161628150674
2281,sao paulo,SP,-23.45198742890589,-46.575104937741365
2290,sao paulo,SP,-23.60046199960768,-46.65531792495907
2301,sao paulo,SP,-23.488663858002383,-46.615018929364716
2302,sao paulo,SP,-23.48603650517337,-46.61401078807773
2303,sao paulo,SP,-23.48200957368023,-46.61050117980293
2304,sao paulo,SP,-23.480823705875945,-46.60545933153238
2306,sao paulo,SP,-23.46336881154139,-46.603478416618415
2307,sao paulo,SP,-23.48089053752832,-46.60727664269231
2308,sao paulo,SP,-23.476417941223545,-46.60421036819317
2309,sao paulo,SP,-23.47567347689037,-46.60473542606709
2310,sao paulo,SP,-23.472814658449078,-46.600729145013894
2311,sao paulo,SP,-23.4691228896165,-46.60167950362949
2312,sao paulo,SP,-23.464805059922664,-46.59871241697143
2313,sao paulo,SP,-23.463955418022824,-46.599899697845366
2314,sao paulo,SP,-23.46206441736653,-46.59934771732716
2315,sao paulo,SP,-23.45999643122022,-46.59974970395199
2316,sao paulo,SP,-23.46226583678213,-46.59383968992664
2317,sao paulo,SP,-23.458119325508772,-46.59316746651098
2318,sao paulo,SP,-23.45085923626503,-46.59011057457601
2319,sao paulo,SP,-23.44972136038604,-46.59336446361453
2320,sao paulo,SP,-23.45135041804102,-46.59842363518738
2321,sao paulo,SP,-23.44720245920557,-46.58897798076898
2322,sao paulo,SP,-23.44570552343754,-46.59369913299051
2323,sao paulo,SP,-23.45632474871195,-46.60109652657752
2324,sao paulo,SP,-23.47795550890625,-46.59847671510719
2325,sao paulo,SP,-23.45353681848212,-46.58604068922076
2328,sao paulo,SP,-23.51891636478149,-46.59730688229232
2330,sao paulo,SP,-23.48555369372784,-46.6174906011943
